r,,,,,,,,,,,,,,,,,
,LOCATION DETAILS:,,,,,,,,,,,,,,,,
,OPS MANAGER: NICK (437-983-2384),,,,,,,,DOES NOT HAVE A JUNK BIN,,,,,,,,
,SALES #: (416) 955-0079 - Dial 2 for Operations,,,,,,,,PLEASE SELL OUT OF TORONTO BRANCH OR,,,,,,,,
,INTERSECTION: Dundas St E and Hwy 427,,,,,,,,OFFER TO BRING TO JUNK FACILITY AND CHARGE THE TIME,,,,,,,,
,"ADDRESS: 3225 Lenworth Dr, Mississauga",,,,,,,,,,,,,,,,
,E-TRANSFER: sales@letsgetmovinggroup.com,,,,,,,,UPDATE ON RESTRICTED ARRIVAL WINDOWS:,,,,,,,,
,# OF TRUCKS: 3 - 1 truck fit more than 3 men,,,,,,,,27TH TO THE 3RD,,,,,,,,
,Terminal ID: 7t2X6Mu3vh,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
DURHAM,,,,,,,MAR,,DURHAM,,,,,,,APR,
,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,
,,,1,2,3,4,,,,,,,,,1,,
,,,149,139,139,139,,,,,,,,,169,,
5,6,7,8,9,10,11,,,2,3,4,5,6,7,8,,
139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,
12,13,14,15,16,17,18,,,9,10,11,12,13,14,15,,
139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,
19,20,21,22,23,24,25,,,16,17,18,19,20,21,22,,
139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,
26,27,28,29,30,31,,,,23,24,25,26,27,28,29,,
139,139,189,149,139,149,,,,139,139,139,139,139,139,139,,
,,,,,,,,,30,,,,,,,,
,,,,,,,,,169,,,,,,,,
,,,,,,,,,,,,,,,,,
DURHAM,,,,,,,MAY,,DURHAM,,,,,,,JUN,
,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,
,1,2,3,4,5,6,,,,,,,1,2,3,,Franchisees standard price at $139 requested by Tiam. Juan
,169,139,139,139,139,159,,,,,,,159,159,159,,
7,8,9,10,11,12,13,,,4,5,6,7,8,9,10,,
139,139,139,139,139,159,139,,,159,139,139,139,139,139,149,,
14,15,16,17,18,19,20,,,11,12,13,14,15,16,17,,
139,139,139,139,139,139,139,,,139,139,139,139,139,139,149,,
21,22,23,24,25,26,27,,,18,19,20,21,22,23,24,,
159,139,139,139,159,179,159,,,149,139,139,139,139,159/149,149,,
28,29,30,31,,,,,,25,26,27,28,29,30,,,
139,139,139,169,,,,,,139,159/149,159/149,169,159,159,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
