,,,,,,,,,,,,,,,,,
,LOCATION DETAILS: WINDSOR,,,,,,,,,,,,,,,,
,OPS MANAGER: KAMALPREET - 6474600923,,,,,,,,,,,,,,,,
,SALES #: 5199648881 - Dial 2 for Operations,,,,,,,,,,,,,,,TERMINAL ID: 3xJFNd2L5c,
,INTERSECTION: Wyandotte St E and Glengarry Ave ,,,,,,,,,,,,,,,,
,"ADDRESS: 558 Glengarry Ave, ON, N9A 1R1",,,,,,,,,,,,,,,,
,E-TRANSFER: sales@letsgetmovinggroup.com,,,,,,,,UPDATE ON RESTRICTED ARRIVAL WINDOWS:,,,,,,,,
,# OF TRUCKS: 2 ,,,,,,,,27TH TO THE 3RD,,,,,,,,
,Terminal ID:  3xJFZNd2L5c         ,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
DURHAM,,,,,,,MAR,,DURHAM,,,,,,,APR,
,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,
,,,1,2,3,4,,,,,,,,,1,,
,,,149,139,139,139,,,,,,,,,169,,
5,6,7,8,9,10,11,,,2,3,4,5,6,7,8,,
139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,
12,13,14,15,16,17,18,,,9,10,11,12,13,14,15,,
139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,
19,20,21,22,23,24,25,,,16,17,18,19,20,21,22,,
139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,
26,27,28,29,30,31,,,,23,24,25,26,27,28,29,,
139,139,189,149,139,149,,,,139,139,139,139,139,139,139,,
,,,,,,,,,30,,,,,,,,
,,,,,,,,,169,,,,,,,,
,,,,,,,,,,,,,,,,,
DURHAM,,,,,,,MAY,,DURHAM,,,,,,,JUN,
,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,
,1,2,3,4,5,6,,,,,,,1,2,3,,Franchisees standard price at $139 requested by Tiam. Juan
,169,139,139,139,139,159,,,,,,,159,159,159,,
7,8,9,10,11,12,13,,,4,5,6,7,8,9,10,,
139,139,139,139,139,159,139,,,159,139,139,139,139,139,149,,
14,15,16,17,18,19,20,,,11,12,13,14,15,16,17,,
139,139,139,139,139,139,139,,,139,139,139,139,139,139,149,,
21,22,23,24,25,26,27,,,18,19,20,21,22,23,24,,
159,139,139,139,159,179,159,,,149,139,139,139,139,159/149,149,,
28,29,30,31,,,,,,25,26,27,28,29,30,,,
139,139,139,169,,,,,,139,159/149,159/149,169,159,159,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ETOBICOKE,,,,,,,JUL,,ETOBICOKE,,,,,,,AUG,
,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,
,,,,,,1,,,,,1,2,3,4,5,,
,,,,,,179,,,,,179,159,159,159,169,,
2,3,4,5,6,7,8,,,6,7,8,9,10,11,12,,
159,159,159,159,159,159,169,,,159,159,159,159,159,159,169,,
9,10,11,12,13,14,15,,,13,14,15,16,17,18,19,,
159,159,159,159,159,159,169,,,159,159,159,159,159,159,169,,
16,17,18,19,20,21,22,,,20,21,22,23,24,25,26,,
159,159,159,159,159,159,169,,,159,179,199/169,179,179,179,229/169,,
23,24,25,26,27,28,29,,,27,28,29,30,31,,,,
159,159,159,159,159,159,169,,,159,199/169,179/159,209/169,239/229,,,,
30,31,,,,,,,,,,,,,,,,
169,179,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ETOBICOKE,,,,,,,SEP,,ETOBICOKE,,,,,,,OCT,
,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,
,,,,,1,2,,,1,2,3,4,5,6,7,,
,,,,,219/179,199/179,,,179,139,139,139,139,139,169,,
3,4,5,6,7,8,9,,,8,9,10,11,12,13,14,,
159,159,169,159,159,159,169,,,159,159,159,159,159,159,169,,
10,11,12,13,14,15,16,,,15,16,17,18,19,20,21,,
159,159,159,159,159,169,159,,,159,159,159,159,159,159,169,,
17,18,19,20,21,22,23,,,22,23,24,25,26,27,28,,
159,159,159,159,159,159,169,,,159,159,159,159,159,159,169,,
24,25,26,27,28,29,30,,,29,30,31,,,,,,
159,159,159,159,159,169,199,,,169,169,179,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
MISSISSAUGA,,,,,,,NOV,,MISSISSAUGA,,,,,,,DEC,
,,,,,,,,,,,,,,,,,
