,,,,,,,,,,,,,,,,,
,LOCATION DETAILS:,,,,,,,,,,,,,,,,
,3 HOURS BEHIND,,,,,,,,UPDATE ON RESTRICTED ARRIVAL WINDOWS:,,,,,,,,
,SALES #: (236) 264-0244 - Dial 2 for Operations,,,,,,,,27TH - 3RD ,,,,,,,,
,INTERSECTION: Marine Way and Boundary Rd,,,,,,,,,,,,,,,,
,"ADDRESS: 3738 Keith St, Burnaby",,,,,,,,,,,,,,,,
,E-TRANSFER: sales@letsgetmovinggroup.com,,,,,,,,,,,,,,,,
,# OF TRUCKS:  5,,,,,,,,,,,,,,,,
,Terminal ID: 7Uf42Sft,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
BURNABY - MARCH,,,,,,,MAR,,BURNABY - APRIL,,,,,,,APR,
,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,
,,,1,2,3,4,,,,,,,,,1,,
,,,149,139,139,149,,,,,,,,,199,,
5,6,7,8,9,10,11,,,2,3,4,5,6,7,8,,
139,139,139,139,139,139,199,,,199/159,199/159,149,149,149,149,149,,
12,13,14,15,16,17,18,,,9,10,11,12,13,14,15,,
139,139,139,139,139,139,149,,,149,149,149,149,159,199,199/159,,
19,20,21,22,23,24,25,,,16,17,18,19,20,21,22,,
149,149,149,149,149,159,199,,,179,179,149,149,149,159,199,,
26,27,28,29,30,31,,,,23,24,25,26,27,28,29,,
179,159,149,159,169,189,,,,149,149,199,199/179,199,219/199,219/199,,
,,,,,,,,,30,,,,,,,,
,,,,,,,,,219,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
BURNABY - MAY,,,,,,,MAY,,BURNABY - JUNE,,,,,,,JUN,
,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,
,1,2,3,4,5,6,,,,,,,1,2,3,,
,219/189,159,169,169,149,199,,,,,,,239/209,199/169,159,,
7,8,9,10,11,12,13,,,4,5,6,7,8,9,10,,
149,149,149,149,149,149,149,,,149,159,149,149,149,149,149,,
14,15,16,17,18,19,20,,,11,12,13,14,15,16,17,,
149,149,159,149,239,189,159,,,149,149,149,179,169,179,169/149,,
21,22,23,24,25,26,27,,,18,19,20,21,22,23,24,,
149,149,149,149,149,149,149,,,149,179,149,149,149,149,199/169,,
28,29,30,31,,,,,,25,26,27,28,29,30,,,
219/189,199/169,219/189,229/199,,,,,,149,239,199/169,239/179,239/179,199/169,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
BURNABY,,,,,,,JUL,,BURNABY ,,,,,,,AUG,ONLY 3 MEN CREW TRUCKS AVAILABLE FOR LONG DISTANCE! OFFER 4TH GUY FOR A LOCAL MOVE ONLY! FOR LONG DISTANCE YOU CAN OFFER 4TH GUY TO HELP LOADING LOCALLY. OFFLOAD MUST BE 3 SINCE ONLY 3 CAN SIT IN THE TRUCK. 
,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,
,,,,,,1,,,,,1,2,3,4,5,,
,,,,,,189/159,,,,,209,169/159,209/179,209/179,179,,
2,3,4,5,6,7,8,,,6,7,8,9,10,11,12,,
149,149,179/159,149,149,149,149,,,149,149,149,149,149,159,199/179,,
9,10,11,12,13,14,15,,,13,14,15,16,17,18,19,,
149,159,159,149,149,169/149,179/159,,,179/159,169,149,149,169/159,149,169,,
16,17,18,19,20,21,22,,,20,21,22,23,24,25,26,,
169/149,149,149,169/149,149,149,189/169,,,159,189/169,189/169,179/159,149,169/159,219/179,,
23,24,25,26,27,28,29,,,27,28,29,30,31,,,,
179/159,149,169/159,209/179,189,189/169,199/169,,,199/189,189/179,209/169,249/169,219/179,,,,
30,31,,,,,,,,,,,,,,,,
199/169,189/169,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
BURNABY,,,,,,,SEP,,BURNABY,,,,,,,OCT,
,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,
,,,,,1,2,,,1,2,3,4,5,6,7,,base price dropped to 139 oct 20
,,,,,249/189,169/159,,,179,149,149,149,149,149,149,,
3,4,5,6,7,8,9,,,8,9,10,11,12,13,14,,
149,149,199,189,169,159,149,,,149,149,149,149,149,149,149,,
10,11,12,13,14,15,16,,,15,16,17,18,19,20,21,,
179,149,149,149,169,159,149,,,149,149,149,149,149,149,139,,
17,18,19,20,21,22,23,,,22,23,24,25,26,27,28,,
149,149,159,149,149,149,149,,,139,139,139,139,139,149,149,,
24,25,26,27,28,29,30,,,29,30,31,,,,,,
149,149,149,149,179,179,199,,,139,139,159,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
BURNABY ,,,,,,,NOV,,BURNABY ,,,,,,,DEC,
,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,
,,,1,2,3,4,,,,,,,,1,2,,
,,,159,139,139,139,,,,,,,,179,149,,
5,6,7,8,9,10,11,,,3,4,5,6,7,8,9,,
139,139,139,139,139,149,139,,,139,139,139,139,139,149,139,,
12,13,14,15,16,17,18,,,10,11,12,13,14,15,16,,
139,139,139,139,139,139,139,,,139,139,139,139,139,139,149,,
19,20,21,22,23,24,25,,,17,18,19,20,21,22,23,,
139,139,139,139,139,179,139,,,139,139,139,139,159,139,139,,
26,27,28,29,30,,,,,24,25,26,27,28,29,30,,
139,139,139,139,149,,,,,139,139,139,139,159,159,149,,
,,,,,,,,,31,,,,,,,,
,,,,,,,,,149,,,,,,,,
,,,,,,,,,,,,,,,,,
1 Truck,  2   >   3   >   4,,2 Trucks,  4   >   5   >   6,,,,,IMPORTANT NOTES,,,,,,,,
,119 > 179 > 259,,,238 > 298 > 358,,,,,,,,,,,,,
,129 > 189 > 269,,,258 > 318 > 378,,,,,ONLY 3 MEN CREW TRUCKS AVAILABLE FOR LONG DISTANCE! OFFER 4TH GUY FOR A LOCAL MOVE ONLY! FOR LONG DISTANCE YOU CAN OFFER 4TH GUY TO HELP LOADING LOCALLY. OFFLOAD MUST BE 3 SINCE ONLY 3 CAN SIT IN THE TRUCK. ,,,,,,,,
,139 > 199 > 279,,,278 > 338 > 398,,,,,,,,,,,,,
,149 > 209 > 289,,,298 > 358 > 418,,,,,,,,,,,,,
,159 > 219 > 299,,,318 > 378 > 438,,,,,,,,,,,,,
,169 > 229 > 309,,,338 > 398 > 458,,,,,,,,,,,,,
,179 > 239 > 319,,,358 > 418 > 478,,,,,MIN PRICE: $129 ON REGULAR DAYS,,,,,,,,
,189 > 249 > 329,,,378 > 438 > 498,,,,,,,,,,,,,
,199 > 259 > 339,,,398 > 458 > 518,,,,,,,,,,,,,
,209 > 269 > 349,,,418 > 478 > 538,,,,,,,,,,,,,
,219 > 279 > 359,,,438 > 498 > 558,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,2024 CALENDAR ACTIVE AS OF DEC 8TH,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
BURNABY ,,,,,,,JAN,,BURNABY ,,,,,,,FEB,
,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,
,1,2,3,4,5,6,,,,,,,1,2,3,,
,149,139,139,149,139,139,,,,,,,149,139,139,,
7,8,9,10,11,12,13,,,4,5,6,7,8,9,10,,
139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,
14,15,16,17,18,19,20,,,11,12,13,14,15,16,17,,
139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,
21,22,23,24,25,26,27,,,18,19,20,21,22,23,24,,
139,139,139,139,159,139,159,,,139,139,139,139,139,139,139,,
28,29,30,31,,,,,,25,26,27,28,29,,,,
139,139,149,149,,,,,,139,139,139,139,149,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
BURNABY ,,,,,,,MAR,,BURNABY ,,,,,,,APR,
,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,
,,,,,1,2,,,,1,2,3,4,5,6,,
