/,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
OPS MANAGER: NICK (437-983-2384),,,,,,,,,UPDATE ON RESTRICTED ARRIVAL WINDOWS:,,,,,,,,
SALES #: (416) 955-0079 - Dial 2 for Operations,,,,,,,,,27TH - 3RD ,,,,,,,,
INTERSECTION: Hwy 400 and 401,,,,,,,,,1 HOUR MINIMUMS (2-4PM) AFTER ANOTHER JOB = $139/HR ALWAYS,,,,,,,,
"ADDRESS: 945 Wilson Ave, North York",,,,,,,,,,,,,,,,,
E-TRANSFER: sales@letsgetmovinggroup.com,,,,,,,,,,,,,,,,,
# OF TRUCKS: USE TORONTO'S AVAILABILITY (2 trucks fit more than 3 men (but no lift gate)),,,,,,,,,THIS LOCATION IS CURRENTLY CORPORATE ,,,,,,,,
Terminal ID: 29y5QUbS,,,,,,,,,AND WE ARE USING NORTH YORK'S AVAILABILITY,,,,,,,,
,,,,,,,MAR,,DURHAM,,,,,,,APR,
,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,
,,,1,2,3,4,,,,,,,,,1,,
,,,149,139,139,139,,,,,,,,,169,,
5,6,7,8,9,10,11,,,2,3,4,5,6,7,8,,
139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,
12,13,14,15,16,17,18,,,9,10,11,12,13,14,15,,
139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,
19,20,21,22,23,24,25,,,16,17,18,19,20,21,22,,
139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,
26,27,28,29,30,31,,,,23,24,25,26,27,28,29,,
139,139,189,149,139,149,,,,139,139,139,139,139,139,139,,
,,,,,,,,,30,,,,,,,,
,,,,,,,,,169,,,,,,,,
,,,,,,,,,,,,,,,,,
DURHAM,,,,,,,MAY,,DURHAM,,,,,,,JUN,
,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,
,1,2,3,4,5,6,,,,,,,1,2,3,,Franchisees standard price at $139 requested by Tiam. Juan
,169,139,139,139,139,159,,,,,,,159,159,159,,
7,8,9,10,11,12,13,,,4,5,6,7,8,9,10,,
139,139,139,139,139,159,139,,,159,139,139,139,139,139,149,,
14,15,16,17,18,19,20,,,11,12,13,14,15,16,17,,
139,139,139,139,139,139,139,,,139,139,139,139,139,139,149,,
21,22,23,24,25,26,27,,,18,19,20,21,22,23,24,,
159,139,139,139,159,179,159,,,149,139,139,139,139,159/149,149,,
28,29,30,31,,,,,,25,26,27,28,29,30,,,
139,139,139,169,,,,,,139,159/149,159/149,169,159,159,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
AJAX,,,,,,,JUL,,AJAX,,,,,,,AUG,
,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,
,,,,,,1,,,,,1,2,3,4,5,,New standard price: $149
,,,,,,159,,,,,159,149,149,149,159,,
2,3,4,5,6,7,8,,,6,7,8,9,10,11,12,,
149,139,139,139,149,139,149,,,149,149,149,149,149,149,159,,
9,10,11,12,13,14,15,,,13,14,15,16,17,18,19,,
149,149,149,149,149,149,159,,,149,149,149,149,149,149,159,,
16,17,18,19,20,21,22,,,20,21,22,23,24,25,26,,
149,159,149,149,149,149,159,,,149,149,149,149,149,149,159,,
23,24,25,26,27,28,29,,,27,28,29,30,31,,,,
149,149,149,149,149,159,159,,,149,149,149,149,159,,,,
30,31,,,,,,,,,,,,,,,,
159,169,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
AJAX,,,,,,,SEP,,AJAX,,,,,,,OCT,
,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,
,,,,,1,2,,,1,2,3,4,5,6,7,,
,,,,,169,149,,,169,139,139,139,139,139,139,,
3,4,5,6,7,8,9,,,8,9,10,11,12,13,14,,
149,149,149,149,149,149,149,,,139,139,139,139,139,139,139,,
10,11,12,13,14,15,16,,,15,16,17,18,19,20,21,,
149,149,149,149,149,149,149,,,139,139,139,139,139,139,129,,
17,18,19,20,21,22,23,,,22,23,24,25,26,27,28,,
149,149,149,149,149,149,149,,,129,129,139,139,139,139,139,,
24,25,26,27,28,29,30,,,29,30,31,,,,,,
149,149,149,149,149,149,169,,,129,129,149,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
AJAX,,,,,,,NOV,,AJAX,,,,,,,DEC,
,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,
,,,1,2,3,4,,,,,,,,1,2,,
,,,149,139,129,139,,,,,,,,159,159,,
5,6,7,8,9,10,11,,,3,4,5,6,7,8,9,,
139,139,139,129,129,139,139,,,159,159,149,149,159,159,159,,
12,13,14,15,16,17,18,,,10,11,12,133,14,15,16,,
129,129,129,149,139,139,149,,,149,149,149,149,149,149,159,,
19,20,21,22,23,24,25,,,17,18,19,20,21,22,23,,
129,129,129,149,149,149,149,,,x,149,149,149,149,149,149,,
26,27,28,29,30,,,,,24,25,26,27,28,29,30,,
149,149,149,149,159,,,,,149,149,149,149,149,149,149,,
,,,,,,,,,31,,,,,,,,
,,,,,,,,,159,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,, BUT DISPATCHING FROM THE ORIGINAL OSHAWA LOCATION ,,,,,,,,
,1 Truck,  2   >   3   >   4,,2 Trucks,  4   >   5   >   6,,,,IMPORTANT NOTES,,,,,,,,
,,119 > 179 > 259,,,238 > 298 > 358,,,,,,,,,,,,
,,129 > 189 > 269,,,258 > 318 > 378,,,,ONLY 3 MEN CREW TRUCKS AVAILABLE FOR LONG DISTANCE! OFFER 4TH GUY FOR A LOCAL MOVE ONLY! FOR LONG DISTANCE YOU CAN OFFER 4TH GUY TO HELP LOADING LOCALLY. OFFLOAD MUST BE 3 SINCE ONLY 3 CAN SIT IN THE TRUCK. ,,,,,,,,
,,139 > 199 > 279,,,278 > 338 > 398,,,,,,,,,,,,
,,149 > 209 > 289,,,298 > 358 > 418,,,,,,,,,,,,
,,159 > 219 > 299,,,318 > 378 > 438,,,,,,,,,,,,
,,169 > 229 > 309,,,338 > 398 > 458,,,,,,,,,,,,
,,179 > 239 > 319,,,358 > 418 > 478,,,,MIN PRICE: $124 ON REGULAR DAYS,,,,,,,,
,,189 > 249 > 329,,,378 > 438 > 498,,,,,,,,,,,,
,,199 > 259 > 339,,,398 > 458 > 518,,,,,,,,,,,,
,,209 > 269 > 349,,,418 > 478 > 538,,,,,,,,,,,,
,,219 > 279 > 359,,,438 > 498 > 558,,,,,,,,,,,,
,,,,,,,,,2024 CALENDAR ACTIVE AS OF DEC 8TH,,,,,,,,
,,,,,,,,,,,,,,,,,
AJAX,,,,,,,JAN,,AJAX,,,,,,,FEB,
,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,
,1,2,3,4,5,6,,,,,,,1,2,3,,
,139,139,139,139,149,149,,,,,,,149,139,139,,
7,8,9,10,11,12,13,,,4,5,6,7,8,9,10,,
139,139,139,139,139,149,129,,,139,139,139,159,139,139,139,,
14,15,16,17,18,19,20,,,11,12,13,14,15,16,17,,
129,149,139,129,129,129,129,,,139,139,139,139,139,139,139,,
21,22,23,24,25,26,27,,,18,19,20,21,22,23,24,,
129,139,139,149,139,129,139,,,139,139,139,139,139,139,139,,
28,29,30,31,,,,,,25,26,27,28,29,,,,
129,139,139,139,,,,,,139,139,139,139,149,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
AJAX,,,,,,,MAR,,AJAX,,,,,,,APR,
,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,
,,,,,1,2,,,,1,2,3,4,5,6,,
,,,,,139,139,,,,139,139,139,139,139,139,,
3,4,5,6,7,8,9,,,7,8,9,10,11,12,13,,
139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,
10,11,12,13,14,15,16,,,14,15,16,17,18,19,20,,
139,149,139,139,139,139,139,,,139,149,149,149,149,149,149,,
17,18,19,20,21,22,23,,,21,22,23,24,25,26,27,,
139,139,139,139,139,139,139,,,149,149,149,149,149,149,169,,
24,25,26,27,28,29,30,,,28,29,30,,,,,,
139,139,139,139,139,139,139,,,159,169,169,,,,,,
31,,,,,,,,,,,,,,,,,
139,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
OSHAWA,,,,,,,MAY,,OSHAWA,,,,,,,JUN,
,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,
,,,1,2,3,4,,,,,,,,,1,,
,,,169,169,169,169,,,,,,,,,169,,
5,6,7,8,9,10,11,,,2,3,4,5,6,7,8,,
149,149,149,149,149,149,149,,,159,169,169,149,149,149,149,,
12,13,14,15,16,17,18,,,9,10,11,12,13,14,15,,
149,149,149,149,149,149,149,,,149,149,149,149,149,149,149,,
19,20,21,22,23,24,25,,,16,17,18,19,20,21,22,,
149,149,149,149,149,149,149,,,139,139,139,139,139,139,139,,
26,27,28,29,30,31,,,,23,24,25,26,27,28,29,,
149,169,169,169,169,169,,,,139,139,139,139,139,139,139,,
,,,,,,,,,30,,,,,,,,
,,,,,,,,,139,,,,,,,,
,,,,,,,,,,,,,,,,,
OSHAWA,,,,,,,JUL,,OSHAWA,,,,,,,AUG,
,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,
,1,2,3,4,5,6,,,,,,,1,2,3,,
,149,139,139,139,139,139,,,,,,,169,169,169,,
7,8,9,10,11,12,13,,,4,5,6,7,8,9,10,,
139,139,139,139,139,139,139,,,159,169,149,149,149,149,149,,
14,15,16,17,18,19,20,,,11,12,13,14,15,16,17,,
139,139,139,139,139,139,139,,,149,149,149,149,149,149,149,,
21,22,23,24,25,26,27,,,18,19,20,21,22,23,24,,
139,139,139,139,139,139,139,,,149,149,149,149,149,149,149,,
28,29,30,31,,,,,,25,26,27,28,29,30,31,,
139,139,149,149,,,,,,149,149,169,169,169,169,169,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
OSHAWA,,,,,,,SEP,,OSHAWA,,,,,,,OCT,
,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,
1,2,3,4,5,6,7,,,,,1,2,3,4,5,,
